500,172,397,319,402,76,80,504,45,88,539,246,563,60,409
503,358,452,261,406,63,466,334,187,432,179,33,259,622,536
523,154,307,540,344,528,195,123,295,162,586,145,207,395,364
481,443,114,670,579,395,293,375,579,234,144,302,178,31,292
285,596,59,168,240,24,212,304,303,373,99,323,114,284,374
498,624,565,456,472,357,638,111,65,431,574,297,231,455,269
473,267,572,98,457,46,495,63,187,352,302,178,31,292,285

